state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,Election Year
Maharashtra,Raver,Gaurav Damodar Surwade,MALE,35,SC,IND,Cot,979,6,985,1775051,2019
Maharashtra,Raver,Tawar Vijay Jagan,MALE,42,GENERAL,IND,Bat,1140,1,1141,1775051,2019
Maharashtra,Raver,Nazmin Shaikh Ramjan,FEMALE,33,GENERAL,IND,Frock,2580,1,2581,1775051,2019
Maharashtra,Raver,D. D. Wani [Photographer],MALE,54,GENERAL,IND,Camera,4270,4,4274,1775051,2019
Maharashtra,Raver,NOTA,,,,NOTA,,9188,28,9216,1775051,2019
Maharashtra,Buldhana,Abdul Hafeez Abdul Aziz,MALE,39,GENERAL,BSP,Elephant,6503,62,6565,1762918,2019
Maharashtra,Buldhana,Jadhav Prataprao Ganpatrao,MALE,58,GENERAL,SHS,Bow and Arrow,520537,1440,521977,1762918,2019
Maharashtra,Buldhana,Dr. Rajendra Bhaskarrav Shingne,MALE,58,GENERAL,NCP,Clock,388293,397,388690,1762918,2019
Maharashtra,Buldhana,Pratap Pandharinath Patil,MALE,50,GENERAL,BMUP,Cot,4289,18,4307,1762918,2019
Maharashtra,Buldhana,Siraskar Baliram Bhagwan,MALE,57,GENERAL,VBA,Cup & Saucer,172306,321,172627,1762918,2019
Maharashtra,Buldhana,Ananta Datta Puri,MALE,34,GENERAL,IND,Tractor Chalata Kisan,1888,7,1895,1762918,2019
Maharashtra,Buldhana,Gajanan Uttam Shantabai,MALE,38,GENERAL,IND,Key,1256,8,1264,1762918,2019
Maharashtra,Buldhana,Dinkar Tukaram Sambare,MALE,66,GENERAL,IND,Pen Nib with Seven Rays,4160,2,4162,1762918,2019
Maharashtra,Buldhana,Pravin Shriram More,MALE,31,SC,IND,Helicopter,2236,9,2245,1762918,2019
Maharashtra,Buldhana,Wamanrao Ganpatrao Akhare,MALE,62,GENERAL,IND,Television,1849,4,1853,1762918,2019
Maharashtra,Buldhana,Bhai Vikas Prakash Nandve,MALE,27,SC,IND,DIAMOND,4112,5,4117,1762918,2019
Maharashtra,Buldhana,Vijay Banwarilalji Masani,MALE,36,SC,IND,Battery Torch,2974,2,2976,1762918,2019
Maharashtra,Buldhana,NOTA,,,,NOTA,,7666,15,7681,1762918,2019
Maharashtra,Akola,Bhai B.C.Kamble,MALE,50,SC,BSP,Elephant,7736,44,7780,1865169,2019
Maharashtra,Akola,Dhotre Sanjay Shamrao,MALE,60,GENERAL,BJP,Lotus,552898,1546,554444,1865169,2019
Maharashtra,Akola,Hidayatullah Barakatullah Patel,MALE,60,GENERAL,INC,Hand,254094,276,254370,1865169,2019
Maharashtra,Akola,Arun Kankar Wankhede,MALE,63,SC,PPID,Black Board,3038,10,3048,1865169,2019
Maharashtra,Akola,Ambedkar (Adv) Prakash Yashwant,MALE,64,GENERAL,VBA,Cup & Saucer,278241,607,278848,1865169,2019
Maharashtra,Akola,Mrs. Pravina Laxmanrao Bhatkar,FEMALE,58,GENERAL,BMUP,Cot,3579,4,3583,1865169,2019
Maharashtra,Akola,Arun Manohar Thakare,MALE,61,SC,IND,Helicopter,1528,12,1540,1865169,2019
Maharashtra,Akola,Social Worker Gajanan Onkar Harne (Anna),MALE,50,GENERAL,IND,Bat,1272,6,1278,1865169,2019
Maharashtra,Akola,Pravin Chandrakant Kaurpuriya,MALE,44,GENERAL,IND,Battery Torch,963,2,965,1865169,2019
Maharashtra,Akola,Murlidhar Lalsing Pawar,MALE,60,GENERAL,IND,Television,2134,7,2141,1865169,2019
Maharashtra,Akola,Sachin Ganpatlal Sharma,MALE,39,GENERAL,IND,Tractor Chalata Kisan,2575,2,2577,1865169,2019
Maharashtra,Akola,NOTA,,,,NOTA,,8844,22,8866,1865169,2019
Maharashtra,Amravati ,Adsul Anandrao Vithoba,MALE,71,SC,SHS,Bow and Arrow,470549,3447,473996,1833091,2019
Maharashtra,Amravati ,Arun Motiramji Wankhade,MALE,56,SC,BSP,Elephant,12232,104,12336,1833091,2019
Maharashtra,Amravati ,Athawale Sanjay Hiramanji,MALE,55,SC,BAHUMP,Television,1505,17,1522,1833091,2019
Maharashtra,Amravati ,Gade Vinod Milind,MALE,41,SC,ARP,Gas Cylinder,1198,13,1211,1833091,2019
Maharashtra,Amravati ,Gunwant Deopare,MALE,47,SC,VBA,Whistle,64585,550,65135,1833091,2019
Maharashtra,Amravati ,Narendra Babulal Kathane,MALE,37,SC,RJanPty,Cup & Saucer,1644,10,1654,1833091,2019
Maharashtra,Amravati ,Nilima Nitin Bhatkar,FEMALE,44,SC,PPID,Black Board,979,12,991,1833091,2019
Maharashtra,Amravati ,Nilesh Anandrao Patil,MALE,44,SC,APoI,Coat,1224,5,1229,1833091,2019
Maharashtra,Amravati ,Panchshila Vijay Mohod,FEMALE,59,SC,BMUP,Cot,1488,11,1499,1833091,2019
Maharashtra,Amravati ,Anil Namdeorao Jamnekar,MALE,54,SC,IND,Room Cooler,1079,9,1088,1833091,2019
Maharashtra,Amravati ,Ambadas Shamrao Wankhade,MALE,49,SC,IND,Envelope,4750,4,4754,1833091,2019
Maharashtra,Amravati ,Navnit Ravi Rana,FEMALE,33,SC,IND,Spanner,507844,3103,510947,1833091,2019
Maharashtra,Amravati ,Pankaj Liladhar Meshram,MALE,47,SC,IND,Air Conditioner,2354,1,2355,1833091,2019
Maharashtra,Amravati ,Pramod Laxman Meshram,MALE,43,SC,IND,Almirah,1086,4,1090,1833091,2019
Maharashtra,Amravati ,Pravin Mahadeo Sarode,MALE,31,SC,IND,Pen Nib with Seven Rays,1731,5,1736,1833091,2019
Maharashtra,Amravati ,Minakshi Someshwar Kurwade,FEMALE,38,SC,IND,Sewing Machine,6600,2,6602,1833091,2019
Maharashtra,Amravati ,Raju Bakshi Jamnekar,MALE,46,SC,IND,Auto- Rickshaw,3555,1,3556,1833091,2019
Maharashtra,Amravati ,Raju Mahadeorao Sonone,MALE,48,SC,IND,Bat,899,2,901,1833091,2019
Maharashtra,Amravati ,Raju Shamraoji Mankar,MALE,52,SC,IND,Camera,489,0,489,1833091,2019
Maharashtra,Amravati ,Rahulbhau Laxmanrao Mohod,MALE,44,SC,IND,COMPUTER,774,0,774,1833091,2019
Maharashtra,Amravati ,Vijay Yashwant Vilhekar,MALE,61,SC,IND,Battery Torch,10550,15,10565,1833091,2019
Maharashtra,Amravati ,Vilas Sheshrao Thorat,MALE,51,SC,IND,Laptop,950,0,950,1833091,2019
Maharashtra,Amravati ,Shrikant Ulhasrao Raibole,MALE,31,SC,IND,DIAMOND,1007,0,1007,1833091,2019
Maharashtra,Amravati ,Dnyaneshwar Kashirao Mankar,MALE,57,SC,IND,Sofa,675,1,676,1833091,2019
Maharashtra,Amravati ,NOTA,,,,NOTA,,5200,122,5322,1833091,2019
Maharashtra,Wardha,Agrawal Shaileshkumar Premkishorji,MALE,37,GENERAL,BSP,Elephant,36296,127,36423,1743283,2019
Maharashtra,Wardha,Charulata Rao Tokas,FEMALE,53,GENERAL,INC,Hand,389243,1930,391173,1743283,2019
Maharashtra,Wardha,Ramdas Chandrabhanji Tadas,MALE,65,GENERAL,BJP,Lotus,575488,2876,578364,1743283,2019
Maharashtra,Wardha,Ganesh Kisanrao Lade,MALE,42,GENERAL,APoI,Coat,6115,9,6124,1743283,2019
Maharashtra,Wardha,Gadhave Pravin Rameshwarrao,MALE,34,GENERAL,ARP,Cup & Saucer,3178,10,3188,1743283,2019
Maharashtra,Wardha,Jagdish Uddhavrao Wankhade,MALE,38,SC,BMUP,Cot,1708,12,1720,1743283,2019
Maharashtra,Wardha,Dhanraj Kothiramji Wanjari,MALE,63,GENERAL,VBA,Whistle,36149,303,36452,1743283,2019
Maharashtra,Wardha,Pro. Dnyanesh Wakudkar,MALE,62,GENERAL,LJGP,Mike,1122,13,1135,1743283,2019
Maharashtra,Wardha,Arvind Shamrao Lillore,MALE,40,GENERAL,IND,Black Board,752,2,754,1743283,2019
Maharashtra,Wardha,Umesh Sadashivrao Neware,MALE,42,ST,IND,Sewing Machine,3006,11,3017,1743283,2019
Maharashtra,Wardha,Zitruji Chandruji Borutkar,MALE,63,GENERAL,IND,Road Roller,1316,2,1318,1743283,2019
Maharashtra,Wardha,Nandkishor Ramaji Sagar(More),MALE,52,GENERAL,IND,Television,1640,3,1643,1743283,2019
Maharashtra,Wardha,Balpande Rajesh Marotrao,MALE,43,GENERAL,IND,Almirah,2129,1,2130,1743283,2019
Maharashtra,Wardha,Adv. Bhaskar Marotrao Neware,MALE,42,ST,IND,Battery Torch,2614,5,2619,1743283,2019
Maharashtra,Wardha,NOTA,,,,NOTA,,6402,108,6510,1743283,2019
Maharashtra,Ramtek ,Kishore Uttamrao Gajbhiye,MALE,61,SC,INC,Hand,468738,1605,470343,1922764,2019
Maharashtra,Ramtek ,Krupal Balaji Tumane,MALE,53,SC,SHS,Bow and Arrow,594827,2299,597126,1922764,2019
Maharashtra,Ramtek ,Subhash Dharamdas Gajbhiye,MALE,29,SC,BSP,Elephant,44242,85,44327,1922764,2019
Maharashtra,Ramtek ,Archana Chandrakumar Ukey,FEMALE,45,SC,RJBP,Cauliflower,8698,16,8714,1922764,2019
Maharashtra,Ramtek ,Dr. L.J. Kanhekar,MALE,62,SC,PPID,Black Board,1498,7,1505,1922764,2019
Maharashtra,Ramtek ,Kiran Premkumar Rodge (Patankar),FEMALE,58,SC,VBA,Cup & Saucer,36218,122,36340,1922764,2019
Maharashtra,Ramtek ,Chandrabhan Baliram Ramteke,MALE,58,SC,RJanPty,Slate,1774,5,1779,1922764,2019
Maharashtra,Ramtek ,Com. BANDU RAMCHANDRA MESHRAM,MALE,51,SC,CPIM,Saw,1417,4,1421,1922764,2019
Maharashtra,Ramtek ,Dhiman Vinod Bhivaji Patil,MALE,51,SC,APoI,Coat,2771,8,2779,1922764,2019
Maharashtra,Ramtek ,Shailesh Sambhaji Janbandhu,MALE,44,SC,SUCI(C),Battery Torch,1083,0,1083,1922764,2019
Maharashtra,Ramtek ,Anil Mahadeo Dhone,MALE,54,SC,IND,Helicopter,1654,7,1661,1922764,2019
Maharashtra,Ramtek ,Gautam Wasnik,MALE,44,SC,IND,Almirah,1410,3,1413,1922764,2019
Maharashtra,Ramtek ,Tumane Kanteshwar Khushalji,MALE,32,SC,IND,Bat,2394,3,2397,1922764,2019
Maharashtra,Ramtek ,Professor Dr. Natthurao Madhavrao Lokhande,MALE,70,SC,IND,Auto- Rickshaw,2218,4,2222,1922764,2019
Maharashtra,Ramtek ,Sandesh Bhioram Bhalekar,MALE,68,SC,IND,Cot,3826,12,3838,1922764,2019
Maharashtra,Ramtek ,Sonali Ravindra Bagade,FEMALE,34,SC,IND,Key,7861,15,7876,1922764,2019
Maharashtra,Ramtek ,NOTA,,,,NOTA,,11800,120,11920,1922764,2019
Maharashtra,Nagpur ,NANA PATOLE,MALE,56,GENERAL,INC,Hand,442765,1447,444212,2161096,2019
Maharashtra,Nagpur ,NITIN JAIRAM GADKARI,MALE,62,GENERAL,BJP,Lotus,657624,2597,660221,2161096,2019
Maharashtra,Nagpur ,MOHAMMAD JAMAL,MALE,47,GENERAL,BSP,Elephant,31654,71,31725,2161096,2019
Maharashtra,Nagpur ,ALI ASHFAQUE AHMED,MALE,48,GENERAL,BMUP,Cot,719,5,724,2161096,2019
Maharashtra,Nagpur ,ASIM ALI,MALE,28,GENERAL,MNDP,Crane,672,1,673,2161096,2019
Maharashtra,Nagpur ,GOPALKUMAR GANESHU KASHYAP,MALE,38,GENERAL,CSM,Glass Tumbler,1169,0,1169,2161096,2019
Maharashtra,Nagpur ,DIKSHITA ANAND TEMBHURNE,FEMALE,32,SC,DJHP,Ludo,273,0,273,2161096,2019
Maharashtra,Nagpur ,DR. MANISHA BANGAR,FEMALE,49,GENERAL,PPID,Black Board,397,3,400,2161096,2019
Maharashtra,Nagpur ,MANOHAR Alias SAGAR PUNDLIKRAO DABRASE,MALE,47,SC,VBA,Cup & Saucer,25993,135,26128,2161096,2019
Maharashtra,Nagpur ,ADV. (DR.) MANE SURESH,MALE,58,SC,BARESP,Air Conditioner,3387,25,3412,2161096,2019
Maharashtra,Nagpur ,COMRADE YOGESH KRISHNARAO THAKARE,MALE,43,GENERAL,CPIM,Saw,281,0,281,2161096,2019
Maharashtra,Nagpur ,VANITA JITENDRA RAUT,FEMALE,37,GENERAL,ABMP,Pen Nib with Seven Rays,480,0,480,2161096,2019
Maharashtra,Nagpur ,ADV. VIJAYA DILIP BAGDE,FEMALE,43,SC,APoI,Coat,1178,4,1182,2161096,2019
Maharashtra,Nagpur ,VITTHAL NANAJI GAIKWAD,MALE,64,GENERAL,HBP,Ganna Kisan,482,0,482,2161096,2019
Maharashtra,Nagpur ,DR. VINOD KASHIRAM BADOLE,MALE,34,SC,ABSSP,Bat,734,1,735,2161096,2019
Maharashtra,Nagpur ,SAHIL BALCHAND TURKAR,MALE,38,GENERAL,BMFP,BISCUIT,2003,0,2003,2161096,2019
Maharashtra,Nagpur ,SHRIDHAR NARAYAN SALVE,MALE,47,SC,RJBP,Cauliflower,2121,0,2121,2161096,2019
Maharashtra,Nagpur ,UDAY RAMBHAUJI BORKAR,MALE,44,SC,IND,Pen Stand,1321,1,1322,2161096,2019
Maharashtra,Nagpur ,Adv. Ulhas Shalikram Dupare,MALE,53,SC,IND,Almirah,299,0,299,2161096,2019
Maharashtra,Nagpur ,KARTIK GENDALAL DOKE,MALE,40,SC,IND,Trumpet,181,0,181,2161096,2019
Maharashtra,Nagpur ,Dipak Laxmanrao Maske,MALE,43,GENERAL,IND,Helicopter,233,2,235,2161096,2019
Maharashtra,Nagpur ,PRAFULLA MANIKCHAND BHANGE,MALE,49,SC,IND,Helmet,358,1,359,2161096,2019
Maharashtra,Nagpur ,PRABHAKAR KRUSHNAJI SATPAISE,MALE,39,GENERAL,IND,Water Tank,156,0,156,2161096,2019
Maharashtra,Nagpur ,MANOJ KOTHUJI BAWANE,MALE,43,GENERAL,IND,Football,331,0,331,2161096,2019
Maharashtra,Nagpur ,RUBEN DOMNIK FRANCIS,MALE,44,GENERAL,IND,Tractor Chalata Kisan,608,0,608,2161096,2019
Maharashtra,Nagpur ,SACHIN JAGORAO PATIL,MALE,46,SC,IND,CCTV Camera,632,1,633,2161096,2019
Maharashtra,Nagpur ,SACHIN HARIDAS SOMKUWAR,MALE,42,SC,IND,COMPUTER,227,0,227,2161096,2019
Maharashtra,Nagpur ,SATISH VITTHAL NIKHAR,MALE,41,ST,IND,Rubber Stamp,235,2,237,2161096,2019
Maharashtra,Nagpur ,SIDDHARTH ASARAM KURVE,MALE,60,SC,IND,Laptop,247,0,247,2161096,2019
Maharashtra,Nagpur ,SUNIL SURYABHAN KAWADE,MALE,56,SC,IND,Road Roller,417,0,417,2161096,2019
Maharashtra,Nagpur ,NOTA,,,,NOTA,,4538,40,4578,2161096,2019
Maharashtra,Bhandara - gondiya,Panchabudhe Nana Jairam,MALE,64,GENERAL,NCP,Clock,448285,4564,452849,1811556,2019
Maharashtra,Bhandara - gondiya,Dr. Vijaya Rajesh Nandurkar,FEMALE,37,GENERAL,BSP,Elephant,52433,226,52659,1811556,2019
Maharashtra,Bhandara - gondiya,Sunil Baburao Mendhe,MALE,50,GENERAL,BJP,Lotus,646152,4091,650243,1811556,2019
Maharashtra,Bhandara - gondiya,K. N. Nanhe,MALE,68,GENERAL,VBA,Cup & Saucer,45587,255,45842,1811556,2019
Maharashtra,Bhandara - gondiya,B. D. Borkar,MALE,67,GENERAL,PPID,Black Board,1462,6,1468,1811556,2019
Maharashtra,Bhandara - gondiya,Maraskolhe Bhojraj Isulal,MALE,47,ST,BSCP,FLUTE,882,23,905,1811556,2019
Maharashtra,Bhandara - gondiya,Kalchuri Nilesh Paransingh,MALE,45,GENERAL,IND,Bat,546,1,547,1811556,2019
Maharashtra,Bhandara - gondiya,Gajbhiye Pramod Hiraman,MALE,47,SC,IND,BUCKET,978,2,980,1811556,2019
Maharashtra,Bhandara - gondiya,Adv. Jaiswal Virendrakumar Kasturchand,MALE,63,GENERAL,IND,Basket containing Fruits,2690,9,2699,1811556,2019
Maharashtra,Bhandara - gondiya,Devidas Santuji Lanjewar,MALE,61,GENERAL,IND,Key,1542,7,1549,1811556,2019
Maharashtra,Bhandara - gondiya,Patle Rajendra Sahasram,MALE,56,GENERAL,IND,Tractor Chalata Kisan,13079,66,13145,1811556,2019
Maharashtra,Bhandara - gondiya,Dr. Sunil Sampat Chawale,MALE,50,GENERAL,IND,Air Conditioner,1504,3,1507,1811556,2019
Maharashtra,Bhandara - gondiya,Sumit Vijay Pande,MALE,37,GENERAL,IND,COCONUT FARM,3028,3,3031,1811556,2019
Maharashtra,Bhandara - gondiya,Suhas Anil Funde,MALE,29,GENERAL,IND,Ring,6980,3,6983,1811556,2019
Maharashtra,Bhandara - gondiya,NOTA,,,,NOTA,,10412,112,10524,1811556,2019
Maharashtra,Gadchiroli-Chimur,ASHOK MAHADEORAO NETE,MALE,55,ST,BJP,Lotus,517722,2246,519968,1581366,2019
Maharashtra,Gadchiroli-Chimur,Dr. NAMDEO DALLUJI USENDI,MALE,48,ST,INC,Hand,440386,2056,442442,1581366,2019
Maharashtra,Gadchiroli-Chimur,HARICHANDRA NAGOJI MANGAM,MALE,44,ST,BSP,Elephant,28006,98,28104,1581366,2019
Maharashtra,Gadchiroli-Chimur,DEORAO MONBA NANNAWARE,MALE,59,ST,APoI,Coat,16090,27,16117,1581366,2019
Maharashtra,Gadchiroli-Chimur,Dr. RAMESHKUMAR BABURAOJI GAJBE,MALE,66,ST,VBA,Cup & Saucer,110736,732,111468,1581366,2019
Maharashtra,Gadchiroli-Chimur,NOTA,,,,NOTA,,24418,181,24599,1581366,2019
Maharashtra,Chandrapur,Ahir Hansraj Gangaram,MALE,64,GENERAL,BJP,Lotus,512728,2016,514744,1910188,2019
Maharashtra,Chandrapur,Balubhau alias Suresh Narayan Dhanorkar,MALE,43,GENERAL,INC,Hand,557550,1957,559507,1910188,2019
Maharashtra,Chandrapur,Sushil Segoji Wasnik,MALE,54,SC,BSP,Elephant,11770,40,11810,1910188,2019
Maharashtra,Chandrapur,Dr. Gautam Ganpat Nagrale,MALE,58,SC,BMUP,Cot,2432,18,2450,1910188,2019
Maharashtra,Chandrapur,Nitesh Anandrao Dongre,MALE,33,SC,APoI,Coat,4694,7,4701,1910188,2019
Maharashtra,Chandrapur,Madavi Dashrath Pandurang,MALE,60,ST,BARESP,Air Conditioner,3075,28,3103,1910188,2019
Maharashtra,Chandrapur,Madhukar Vitthal Nistane,MALE,54,GENERAL,PBI,Gas Cylinder,1589,0,1589,1910188,2019
Maharashtra,Chandrapur,Adv. Rajendra Shriramji Mahadole,MALE,48,GENERAL,VBA,Cup & Saucer,111547,532,112079,1910188,2019
Maharashtra,Chandrapur,Shedmake Namdeo Manikrao,MALE,50,ST,GGP,Saw,3057,14,3071,1910188,2019
Maharashtra,Chandrapur,Arvind Nanaji Raut,MALE,59,GENERAL,IND,Switchboard,1473,0,1473,1910188,2019
Maharashtra,Chandrapur,Namdo Keshao Kinake,MALE,50,ST,IND,Auto- Rickshaw,5632,7,5639,1910188,2019
Maharashtra,Chandrapur,Milind Pralhad Dahiwale,MALE,39,SC,IND,Bat,2424,2,2426,1910188,2019
Maharashtra,Chandrapur,Rajendra Krishnarao Hajare,MALE,54,GENERAL,IND,Ganna Kisan,4504,1,4505,1910188,2019
Maharashtra,Chandrapur,NOTA,,,,NOTA,,11311,66,11377,1910188,2019
Maharashtra,Yavatmal-Washim,Arun Sakharam Kinwatkar,MALE,68,ST,BSP,Elephant,9545,42,9587,1916185,2019
Maharashtra,Yavatmal-Washim,Thakre Manikrao Govindrao,MALE,64,GENERAL,INC,Hand,422497,1662,424159,1916185,2019
Maharashtra,Yavatmal-Washim,Bhavana Pundlikrao Gawali,FEMALE,46,GENERAL,SHS,Bow and Arrow,540104,1994,542098,1916185,2019
Maharashtra,Yavatmal-Washim,Uttam Bhagaji,MALE,51,SC,PRCP,Auto- Rickshaw,6019,2,6021,1916185,2019
Maharashtra,Yavatmal-Washim,Purushottam Domaji Bhajghaware,MALE,58,SC,RBCP,Battery Torch,1570,4,1574,1916185,2019
Maharashtra,Yavatmal-Washim,Pundlik Baliram Rathod,MALE,47,GENERAL,SaRaPa,Sewing Machine,1957,4,1961,1916185,2019
Maharashtra,Yavatmal-Washim,Pravin Govind Pawar,MALE,37,GENERAL,VBA,Cup & Saucer,93918,310,94228,1916185,2019
Maharashtra,Yavatmal-Washim,Ravi Sampatrao Jadhao,MALE,73,GENERAL,BMUP,Cot,2985,21,3006,1916185,2019
Maharashtra,Yavatmal-Washim,Rajesh Bhauraoji Raut,MALE,41,GENERAL,GGP,Saw,2704,3,2707,1916185,2019
Maharashtra,Yavatmal-Washim,Vaishali Sudhakar Yede,FEMALE,28,GENERAL,PHJSP,Whistle,20563,57,20620,1916185,2019
Maharashtra,Yavatmal-Washim,Anil Jayram Rathod,MALE,43,GENERAL,IND,SHIP,14661,25,14686,1916185,2019
Maharashtra,Yavatmal-Washim,Ankit Mohan Chandak,MALE,27,GENERAL,IND,Binoculars,1496,0,1496,1916185,2019
Maharashtra,Yavatmal-Washim,Naresh Mahadev Ghughane,MALE,42,GENERAL,IND,Ring,1733,0,1733,1916185,2019
Maharashtra,Yavatmal-Washim,Noor Ali Meheboob Ali Shah,MALE,55,GENERAL,IND,Air Conditioner,2426,0,2426,1916185,2019
Maharashtra,Yavatmal-Washim,Parashram Bhaosing Ade,MALE,64,GENERAL,IND,Tractor Chalata Kisan,24447,52,24499,1916185,2019
Maharashtra,Yavatmal-Washim,Pawar Ramesh Gorsing,MALE,64,GENERAL,IND,Key,3636,1,3637,1916185,2019
Maharashtra,Yavatmal-Washim,Premasai Maharaj,MALE,28,GENERAL,IND,Kettle,2660,2,2662,1916185,2019
Maharashtra,Yavatmal-Washim,Dr. Rajiv Agrawal,MALE,54,GENERAL,IND,Apple,2451,0,2451,1916185,2019
Maharashtra,Yavatmal-Washim,Ramrao Sawai Pawar,MALE,47,GENERAL,IND,Television,3179,3,3182,1916185,2019
Maharashtra,Yavatmal-Washim,Adv. Shahejad Samiullah Khan,MALE,36,GENERAL,IND,Bat,1110,0,1110,1916185,2019
Maharashtra,Yavatmal-Washim,Shaikh Javed Shaikh Mushtaq,MALE,43,GENERAL,IND,Helicopter,2729,1,2730,1916185,2019
Maharashtra,Yavatmal-Washim,Sameer Arunrao Deshpande,MALE,47,GENERAL,IND,T.V. Remote,692,1,693,1916185,2019
Maharashtra,Yavatmal-Washim,Salim Shah Suleman Shah,MALE,49,GENERAL,IND,Almirah,1284,1,1285,1916185,2019
Maharashtra,Yavatmal-Washim,Simpal Rajkumar Rathod,FEMALE,42,GENERAL,IND,Gas Cylinder,1701,2,1703,1916185,2019
Maharashtra,Yavatmal-Washim,NOTA,,,,NOTA,,3910,56,3966,1916185,2019
Maharashtra,Hingoli ,Dr. Dhanve Datta Maroti,MALE,60,ST,BSP,Elephant,5500,50,5550,1733729,2019
Maharashtra,Hingoli ,Wankhede Subhashrao Bapurao,MALE,56,GENERAL,INC,Hand,306928,1528,308456,1733729,2019
Maharashtra,Hingoli ,Hemant Patil,MALE,48,GENERAL,SHS,Bow and Arrow,583392,2920,586312,1733729,2019
Maharashtra,Hingoli ,Altaf Ahamad,MALE,48,GENERAL,IUML,Gas Cylinder,6031,4,6035,1733729,2019
Maharashtra,Hingoli ,Asadkhan Mohammadkhan,MALE,57,GENERAL,BARESP,Air Conditioner,1430,1,1431,1733729,2019
Maharashtra,Hingoli ,Uttam Bhagaji Kamble,MALE,51,SC,PRCP,Cup & Saucer,3336,7,3343,1733729,2019
Maharashtra,Hingoli ,Uttam Maroti Dhabe,MALE,70,SC,AKHP,Helicopter,3905,2,3907,1733729,2019
Maharashtra,Hingoli ,Mohan Fattusing Rathod,MALE,60,GENERAL,VBA,Key,173388,663,174051,1733729,2019
Maharashtra,Hingoli ,Varsha Shivajirao Devsarkar,FEMALE,41,GENERAL,BMUP,Cot,2993,18,3011,1733729,2019
Maharashtra,Hingoli ,Subhash Nagorao Wankhede,MALE,58,GENERAL,HBP,Ganna Kisan,1377,7,1384,1733729,2019
Maharashtra,Hingoli ,Subhash Parasram Wankhede,MALE,57,GENERAL,BAHUMP,Whistle,2371,4,2375,1733729,2019
Maharashtra,Hingoli ,A.Kadir Mastan Sayed,MALE,45,GENERAL,IND,Bat,1847,0,1847,1733729,2019
Maharashtra,Hingoli ,Kamble Trishala Milind,FEMALE,37,SC,IND,COMPUTER,1660,1,1661,1733729,2019
Maharashtra,Hingoli ,Gajanan Haribhau Bhalerao,MALE,36,GENERAL,IND,Refrigerator,1914,3,1917,1733729,2019
Maharashtra,Hingoli ,Jayavanta Vishwambhar Wanole,MALE,34,ST,IND,Auto- Rickshaw,8070,52,8122,1733729,2019
Maharashtra,Hingoli ,Devji Gangaram Asole,MALE,65,ST,IND,BUCKET,3031,0,3031,1733729,2019
Maharashtra,Hingoli ,Prakash Vitthalrao Ghunnar,MALE,60,GENERAL,IND,COCONUT FARM,1654,0,1654,1733729,2019
Maharashtra,Hingoli ,Makbul Ahemad Abdul Habib,MALE,51,GENERAL,IND,Ring,2077,0,2077,1733729,2019
Maharashtra,Hingoli ,Adv. Marotrao Kanhobarao Hukke Patil,MALE,43,GENERAL,IND,Sewing Machine,3616,2,3618,1733729,2019
Maharashtra,Hingoli ,Wasant Kisan Paikrao,MALE,59,SC,IND,Apple,1024,1,1025,1733729,2019
Maharashtra,Hingoli ,Sunil Dasharath Ingole,MALE,38,SC,IND,Laptop,827,0,827,1733729,2019
Maharashtra,Hingoli ,Subhash Kashiba Wankhede,MALE,53,GENERAL,IND,Sofa,1298,2,1300,1733729,2019
Maharashtra,Hingoli ,Subhash Maroti Wankhede,MALE,55,GENERAL,IND,Gas Stove,984,0,984,1733729,2019
Maharashtra,Hingoli ,Subhash Vitthal Wankhede,MALE,48,GENERAL,IND,Television,1399,1,1400,1733729,2019
Maharashtra,Hingoli ,Santosh Maroti Boinwad,MALE,37,GENERAL,IND,Pressure Cooker,1282,1,1283,1733729,2019
Maharashtra,Hingoli ,Patrakar P. Sattar kha Kasim kha,MALE,54,GENERAL,IND,Football Player,1399,0,1399,1733729,2019
Maharashtra,Hingoli ,Sandip Bhau Nikhate,MALE,35,SC,IND,Road Roller,1584,0,1584,1733729,2019
Maharashtra,Hingoli ,Sandesh Ramchandra Chavan,MALE,44,GENERAL,IND,SHIP,23662,28,23690,1733729,2019
Maharashtra,Hingoli ,NOTA,,,,NOTA,,4216,26,4242,1733729,2019
Maharashtra,Nanded,Ashok Shankarrao Chavan,MALE,60,GENERAL,INC,Hand,442138,4520,446658,1719322,2019
Maharashtra,Nanded,Prataprao Patil Chikhalikar,MALE,57,GENERAL,BJP,Lotus,482148,4658,486806,1719322,2019
Maharashtra,Nanded,Abdul Raees Ahemad S/o Abdul Jabbar,MALE,51,GENERAL,ANC,Almirah,4143,4,4147,1719322,2019
Maharashtra,Nanded,Abdul Samad Abdul Karim,MALE,62,GENERAL,SP,Bicycle,2467,8,2475,1719322,2019
Maharashtra,Nanded,Bhinge Yashpal Narsingrao,MALE,42,GENERAL,VBA,Cup & Saucer,165341,855,166196,1719322,2019
Maharashtra,Nanded,Mohan Anandrao Waghmare,MALE,36,SC,BMUP,Cot,1424,6,1430,1719322,2019
Maharashtra,Nanded,Sonsale Sunil Manoharrao,MALE,37,SC,BARESP,Air Conditioner,661,0,661,1719322,2019
Maharashtra,Nanded,Ashokrao Shankarrao Chavan,MALE,28,GENERAL,IND,Hour Glass,934,4,938,1719322,2019
Maharashtra,Nanded,Kadam Shrirang Uttamrao,MALE,30,GENERAL,IND,Key,848,0,848,1719322,2019
