state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,Election Year
Andhra Pradesh,Adilabad ,GODAM NAGESH,Male,49,ST,TRS,Car,425762,5085,430847,1386282,2014
Andhra Pradesh,Adilabad ,NARESH,Male,37,ST,INC,Hand,257994,1563,259557,1386282,2014
Andhra Pradesh,Adilabad ,RAMESH RATHOD,Male,48,ST,TDP,Bicycle,182879,1319,184198,1386282,2014
Andhra Pradesh,Adilabad ,RATHOD SADASHIV,Male,55,ST,BSP,Elephant,94363,57,94420,1386282,2014
Andhra Pradesh,Adilabad ,NETHAWATH RAMDAS,Male,44,ST,IND,Auto- Rickshaw,41028,4,41032,1386282,2014
Andhra Pradesh,Adilabad ,PAWAR KRISHNA,Male,33,ST,IND,Bat,5051,4,5055,1386282,2014
Andhra Pradesh,Adilabad ,BANKA SAHADEV,Male,53,ST,IND,Gas Cylinder,4780,7,4787,1386282,2014
Andhra Pradesh,Adilabad ,MOSALI CHINNAIAH,Male,40,ST,IND,Almirah,8842,17,8859,1386282,2014
Andhra Pradesh,Adilabad ,None of the Above,,,,NOTA,NOTA,17021,63,17084,1386282,2014
Andhra Pradesh,Peddapalle ,DR.JANAPATI SARAT BABU,Male,42,SC,TDP,Bicycle,63174,160,63334,1425355,2014
Andhra Pradesh,Peddapalle ,TAGARAM SHANKAR LAL,Male,37,SC,BSP,Elephant,9430,19,9449,1425355,2014
Andhra Pradesh,Peddapalle ,BALKA SUMAN,Male,31,SC,TRS,Car,563214,2282,565496,1425355,2014
Andhra Pradesh,Peddapalle ,G. VIVEKANAND,Male,56,SC,INC,Hand,273441,897,274338,1425355,2014
Andhra Pradesh,Peddapalle ,KALVALA SHANKAR,Male,44,SC,PPOI,Television,9288,2,9290,1425355,2014
Andhra Pradesh,Peddapalle ,KALVALA SANJEEV,Male,37,SC,RPI,Sewing Machine,8609,0,8609,1425355,2014
Andhra Pradesh,Peddapalle ,BOTHA VENKATA MALLAIAH,Male,58,SC,BCUF,Chappals,2245,0,2245,1425355,2014
Andhra Pradesh,Peddapalle ,J.V. RAJU,Male,50,SC,NIP,Cup & Saucer,3020,0,3020,1425355,2014
Andhra Pradesh,Peddapalle ,VENKATA SWAMY INJAM,Male,42,SC,MaSP,Ring,3861,5,3866,1425355,2014
Andhra Pradesh,Peddapalle ,VELTHURU MALLAIAH,Male,57,SC,RP(K),Auto- Rickshaw,45976,1,45977,1425355,2014
Andhra Pradesh,Peddapalle ,KAMILLA JAYA RAO,Male,43,SC,IND,Scissors,2741,1,2742,1425355,2014
Andhra Pradesh,Peddapalle ,GADDALA VINAY KUMAR,Male,65,SC,IND,Ceiling Fan,3263,3,3266,1425355,2014
Andhra Pradesh,Peddapalle ,GORRE RAMESH,Male,43,SC,IND,Gas Cylinder,2359,2,2361,1425355,2014
Andhra Pradesh,Peddapalle ,JINNA RAMADEVI,Female,37,SC,IND,Battery Torch,9199,0,9199,1425355,2014
Andhra Pradesh,Peddapalle ,THALLAPALLI SRINIVAS,Male,35,SC,IND,Candles,3698,1,3699,1425355,2014
Andhra Pradesh,Peddapalle ,BUPELLI NARAYANA,Male,30,SC,IND,Bat,7255,3,7258,1425355,2014
Andhra Pradesh,Peddapalle ,MOUTAM RAVINDER,Male,33,SC,IND,Almirah,2671,3,2674,1425355,2014
Andhra Pradesh,Peddapalle ,None of the Above,,,,NOTA,NOTA,5344,17,5361,1425355,2014
Andhra Pradesh,Karimnagar ,CHENNAMANENI VIDYA SAGAR RAO,Male,73,GEN,BJP,Lotus,213836,992,214828,1550810,2014
Andhra Pradesh,Karimnagar ,PONNAM PRABHAKAR,Male,47,GEN,INC,Hand,298386,2320,300706,1550810,2014
Andhra Pradesh,Karimnagar ,BURLA. RAVI,Male,42,GEN,NCP,Clock,4768,1,4769,1550810,2014
Andhra Pradesh,Karimnagar ,B. LAXMAN,Male,53,SC,BSP,Elephant,11289,39,11328,1550810,2014
Andhra Pradesh,Karimnagar ,VINOD KUMAR BOINAPALLY,Male,54,GEN,TRS,Car,503197,2161,505358,1550810,2014
Andhra Pradesh,Karimnagar ,DR.DHARMAIAH VENDAVETLA,Male,61,SC,BMUP,Cot,3771,1,3772,1550810,2014
Andhra Pradesh,Karimnagar ,L. PRABHAKAR REDDY,Male,48,GEN,PPOI,Television,3942,1,3943,1550810,2014
Andhra Pradesh,Karimnagar ,MEESALA RAJI REDDY,Male,44,GEN,YSRCP,Ceiling Fan,3071,4,3075,1550810,2014
Andhra Pradesh,Karimnagar ,RANAVENI LAKSHMAN,Male,41,GEN,NIP,Cup & Saucer,2061,1,2062,1550810,2014
Andhra Pradesh,Karimnagar ,REDDI MALLA SRINIVAS,Male,46,SC,RPI(A),Sewing Machine,8033,1,8034,1550810,2014
Andhra Pradesh,Karimnagar ,SHAIK MAHMOOD,Male,58,GEN,WPOI,Auto- Rickshaw,39300,8,39308,1550810,2014
Andhra Pradesh,Karimnagar ,UPPULETI.LAXMAN,Male,49,SC,IND,Bat,2445,0,2445,1550810,2014
Andhra Pradesh,Karimnagar ,KANDEM PRABHAKAR,Male,45,GEN,IND,Gas Stove,4727,1,4728,1550810,2014
Andhra Pradesh,Karimnagar ,PULIKOTA RAMESH,Male,34,SC,IND,Battery Torch,1772,1,1773,1550810,2014
Andhra Pradesh,Karimnagar ,MALLESH YADAV BARLA,Male,26,GEN,IND,Coconut,2757,0,2757,1550810,2014
Andhra Pradesh,Karimnagar ,MOHAMMED AMJAD MOHIUDDIN,Male,45,GEN,IND,Kite,6713,0,6713,1550810,2014
Andhra Pradesh,Karimnagar ,SRINIVAS REDDY LINGAMPALLY,Male,41,GEN,IND,Carrom Board,3851,0,3851,1550810,2014
Andhra Pradesh,Karimnagar ,None of the Above,,,,NOTA,NOTA,5722,12,5734,1550810,2014
Andhra Pradesh,Nizamabad,ENDALA LAKSHMINARAYANA,Male,51,GEN,BJP,Lotus,222876,2457,225333,1496193,2014
Andhra Pradesh,Nizamabad,KALVAKUNTLA KAVITHA,Female,36,GEN,TRS,Car,435706,3601,439307,1496193,2014
Andhra Pradesh,Nizamabad,TALARI RAMULU,Male,46,SC,BSP,Elephant,7398,23,7421,1496193,2014
Andhra Pradesh,Nizamabad,MADHU YASKHI GOUD,Male,56,GEN,INC,Hand,270948,1175,272123,1496193,2014
Andhra Pradesh,Nizamabad,ABDUL GANI,Male,39,GEN,BCUF,Chappals,4791,0,4791,1496193,2014
Andhra Pradesh,Nizamabad,BANJA VEERAPPA,Male,53,GEN,PPOI,Television,3649,2,3651,1496193,2014
Andhra Pradesh,Nizamabad,MALIK MOHTASIM KHAN,Male,47,GEN,WPOI,Auto- Rickshaw,43738,76,43814,1496193,2014
Andhra Pradesh,Nizamabad,RAPELLY SRINIVAS,Male,39,GEN,AAAP,Broom,2613,8,2621,1496193,2014
Andhra Pradesh,Nizamabad,SAGAR SUDDALA,Male,32,SC,BMUP,Cot,1952,26,1978,1496193,2014
Andhra Pradesh,Nizamabad,SINGAREDDY RAVINDRA REDDY,Male,46,GEN,YSRCP,Ceiling Fan,3508,21,3529,1496193,2014
Andhra Pradesh,Nizamabad,ABDUL KAREEM KHAN (BABU),Male,44,GEN,IND,Bat,1599,2,1601,1496193,2014
Andhra Pradesh,Nizamabad,KANDEM PRABHAKAR,Male,45,GEN,IND,Gas Stove,3988,2,3990,1496193,2014
Andhra Pradesh,Nizamabad,KOTAPATI NARSIMHAM NAIDU,Male,56,GEN,IND,Gas Cylinder,2458,4,2462,1496193,2014
Andhra Pradesh,Nizamabad,S. CHANDRAIAH,Male,66,GEN,IND,Cup & Saucer,2817,0,2817,1496193,2014
Andhra Pradesh,Nizamabad,CHIRULINGADRULA VENKATESHAM,Male,40,GEN,IND,Coconut,3091,0,3091,1496193,2014
Andhra Pradesh,Nizamabad,BAGWAN B,Male,49,ST,IND,Almirah,8129,0,8129,1496193,2014
Andhra Pradesh,Nizamabad,None of the Above,,,,NOTA,NOTA,7244,22,7266,1496193,2014
Andhra Pradesh,Zahirabad,B.B. PATIL,Male,58,GEN,TRS,Car,505983,2678,508661,1445354,2014
Andhra Pradesh,Zahirabad,K.MADAN MOHAN RAO,Male,44,GEN,TDP,Bicycle,156807,690,157497,1445354,2014
Andhra Pradesh,Zahirabad,SYED FEROZUDDIN,Male,46,GEN,BSP,Elephant,8165,15,8180,1445354,2014
Andhra Pradesh,Zahirabad,SURESH KUMAR SHETKAR,Male,53,GEN,INC,Hand,362939,1091,364030,1445354,2014
Andhra Pradesh,Zahirabad,MARRI DURGESH,Male,30,SC,RPI(A),Sewing Machine,18027,0,18027,1445354,2014
Andhra Pradesh,Zahirabad,MAHMOOD MOHIUDDIN,Male,44,GEN,YSRCP,Ceiling Fan,12369,14,12383,1445354,2014
Andhra Pradesh,Zahirabad,DR. SUNEEL KUMAR CHOWDHARY,Male,53,GEN,AAAP,Broom,3270,15,3285,1445354,2014
Andhra Pradesh,Zahirabad,TANDALE AMBAJI RAO,Male,45,GEN,IND,Slate,2321,2,2323,1445354,2014
Andhra Pradesh,Zahirabad,BENJAMIN RAJU,Male,43,GEN,IND,Grapes,4802,2,4804,1445354,2014
Andhra Pradesh,Zahirabad,RAMA RAO,Male,45,GEN,IND,Balloon,4426,0,4426,1445354,2014
Andhra Pradesh,Zahirabad,None of the Above,,,,NOTA,NOTA,11157,33,11190,1445354,2014
Andhra Pradesh,Medak,KALVAKUNTLA CHANDRASEKHAR RAO,Male,60,GEN,TRS,Car,655484,2008,657492,1536166,2014
Andhra Pradesh,Medak,CHAGANLA NARENDRA NATH,Male,49,GEN,BJP,Lotus,181177,627,181804,1536166,2014
Andhra Pradesh,Medak,Y. SHANKAR GOUD,Male,50,GEN,BSP,Elephant,6633,10,6643,1536166,2014
Andhra Pradesh,Medak,DR.P. SHRAVAN KUMAR REDDY,Male,39,GEN,INC,Hand,260202,261,260463,1536166,2014
Andhra Pradesh,Medak,IQBAL ALI ZAFAR,Male,59,GEN,MBT,Balloon,5010,0,5010,1536166,2014
Andhra Pradesh,Medak,KOMPELLI PRABHUDAS,Male,48,SC,RPI(A),Sewing Machine,7599,0,7599,1536166,2014
Andhra Pradesh,Medak,"PRABHUGOUD, PULLAIAHGARI",Male,45,GEN,YSRCP,Ceiling Fan,11744,8,11752,1536166,2014
Andhra Pradesh,Medak,BOMMA BALESHAM,Male,62,GEN,PPOI,Television,3296,1,3297,1536166,2014
Andhra Pradesh,Medak,KUNDETI. RAVI.,Male,40,GEN,IND,Camera,33507,0,33507,1536166,2014
Andhra Pradesh,Medak,GAJABINKAR BANSILAL,Male,49,GEN,IND,Basket containing Fruits,3281,0,3281,1536166,2014
Andhra Pradesh,Medak,GURJADA BHEERAIAH YADAV,Male,47,GEN,IND,Coconut,2050,3,2053,1536166,2014
Andhra Pradesh,Medak,BALARAJU MITTAPALLY,Male,43,GEN,IND,Carrom Board,2973,0,2973,1536166,2014
Andhra Pradesh,Medak,MEKA. SUBBA RAO,Male,37,SC,IND,Cup & Saucer,4441,0,4441,1536166,2014
Andhra Pradesh,Medak,None of the Above,,,,NOTA,NOTA,10687,9,10696,1536166,2014
Andhra Pradesh,Malkajgiri,KARUNAKAR.R,Male,48,GEN,BSP,Elephant,6111,22,6133,3183083,2014
Andhra Pradesh,Malkajgiri,CH.MALLA REDDY,Male,56,GEN,TDP,Bicycle,522423,933,523356,3183083,2014
Andhra Pradesh,Malkajgiri,SARVEY SATHYANARAYANA,Male,60,GEN,INC,Hand,232989,541,233530,3183083,2014
Andhra Pradesh,Malkajgiri,HANUMANTH RAO MYNAMPALLY,Male,47,GEN,TRS,Car,493433,1757,495190,3183083,2014
Andhra Pradesh,Malkajgiri,DR.JAYAPRAKASH  NARAYAN .N,Male,58,GEN,LSP,Whistle,157530,718,158248,3183083,2014
Andhra Pradesh,Malkajgiri,JAJULA BHASKAR,Male,39,GEN,SHP,Auto- Rickshaw,7951,2,7953,3183083,2014
Andhra Pradesh,Malkajgiri,V.DINESH REDDY,Male,60,GEN,YSRCP,Ceiling Fan,114941,280,115221,3183083,2014
Andhra Pradesh,Malkajgiri,DIVAKAR DHARANIKOTA SUDHAKAR,Male,28,GEN,AIMIM,Almirah,18535,9,18544,3183083,2014
Andhra Pradesh,Malkajgiri,PADURI SRINIVAS REDDY,Male,39,GEN,TLP,Gas Cylinder,793,9,802,3183083,2014
Andhra Pradesh,Malkajgiri,BANDI SUDHAKAR,Male,39,GEN,JaSPa,Chappals,4088,7,4095,3183083,2014
Andhra Pradesh,Malkajgiri,MURARI.T.N,Male,60,GEN,SHS,Bow & Arrow,1388,2,1390,3183083,2014
Andhra Pradesh,Malkajgiri,SATHYANARAYANA YAADAV PEDDIBOYINA,Male,40,GEN,BCBDP,Candles,593,3,596,3183083,2014
Andhra Pradesh,Malkajgiri,SUTHARAPU PADMAIAH,Male,60,GEN,APRSSP,Batsman,527,2,529,3183083,2014
Andhra Pradesh,Malkajgiri,DR.N.V.SUDHA KIRAN,Male,48,GEN,AAAP,Broom,8264,37,8301,3183083,2014
Andhra Pradesh,Malkajgiri,SURAKANTI VENKAT REDDY,Male,50,GEN,PPOI,Television,2048,1,2049,3183083,2014
Andhra Pradesh,Malkajgiri,ANJANEYULU.E,Male,28,GEN,IND,Bat,2675,2,2677,3183083,2014
Andhra Pradesh,Malkajgiri,KANTE SAYANNA,Male,35,GEN,IND,Stethoscope,2260,1,2261,3183083,2014
Andhra Pradesh,Malkajgiri,KOYALKAR BHOJ RAJ,Male,56,GEN,IND,Basket containing Fruits,1547,0,1547,3183083,2014
Andhra Pradesh,Malkajgiri,GAJABINKAR BANSILAL,Male,47,GEN,IND,Air Conditioner,1416,0,1416,3183083,2014
Andhra Pradesh,Malkajgiri,DASARI BHARATH REDDY,Male,28,GEN,IND,Cup & Saucer,1693,0,1693,3183083,2014
Andhra Pradesh,Malkajgiri,PROF. K.NAGESHWAR,Male,50,GEN,IND,Telephone,13037,202,13239,3183083,2014
Andhra Pradesh,Malkajgiri,M.NAGESWARA RAO,Male,60,GEN,IND,Letter Box,1264,37,1301,3183083,2014
Andhra Pradesh,Malkajgiri,PEESARI SATISH REDDY,Male,32,GEN,IND,Harmonium,1325,0,1325,3183083,2014
Andhra Pradesh,Malkajgiri,POTTURI TULASI DAS,Male,62,GEN,IND,Walking Stick,411,0,411,3183083,2014
Andhra Pradesh,Malkajgiri,POLISETTY KRISHNA RAO,Male,28,GEN,IND,Bottle,495,1,496,3183083,2014
Andhra Pradesh,Malkajgiri,D.BIKSHAPATHI,Male,40,GEN,IND,Camera,5715,2,5717,3183083,2014
Andhra Pradesh,Malkajgiri,RAHUL PANDIT,Male,48,GEN,IND,Battery Torch,897,2,899,3183083,2014
Andhra Pradesh,Malkajgiri,VATTIKUTI RAMARAO GOUD,Male,28,GEN,IND,Pen Nib with Seven Rays,1031,1,1032,3183083,2014
Andhra Pradesh,Malkajgiri,M.T.VARUGHESE,Male,50,GEN,IND,Gas Stove,1025,1,1026,3183083,2014
Andhra Pradesh,Malkajgiri,B.VEERA HANUMANTHA REDDY,Male,48,GEN,IND,Slate,775,0,775,3183083,2014
Andhra Pradesh,Malkajgiri,None of the Above,,,,NOTA,NOTA,8666,26,8692,3183083,2014
Andhra Pradesh,Secundrabad,M.ANJAN KUMAR YADAV,Male,53,GEN,INC,Hand,183427,109,183536,1893741,2014
Andhra Pradesh,Secundrabad,KHAJA KHALID ANWAR,Male,47,GEN,BSP,Elephant,2856,7,2863,1893741,2014
Andhra Pradesh,Secundrabad,BANDARU DATTATREYA,Male,66,GEN,BJP,Lotus,437860,411,438271,1893741,2014
Andhra Pradesh,Secundrabad,T.BHEEMSEN,Male,65,GEN,TRS,Car,143696,151,143847,1893741,2014
Andhra Pradesh,Secundrabad,ABDUS SATTAR MUJAHED,Male,48,GEN,ABML(S),Balloon,807,2,809,1893741,2014
Andhra Pradesh,Secundrabad,DR.N.S.UDAY KUMAR,Male,53,GEN,pjdl,Television,927,1,928,1893741,2014
Andhra Pradesh,Secundrabad,KARANKOTE NARENDER,Male,52,GEN,AIFB,Lion,474,0,474,1893741,2014
Andhra Pradesh,Secundrabad,KUMAR CHOWDARY YADAV.G,Male,55,GEN,sps,Bat,547,0,547,1893741,2014
Andhra Pradesh,Secundrabad,KHAJA SIRAJUDDIN AZAZ,Male,49,GEN,mmsp,Iron,957,2,959,1893741,2014
Andhra Pradesh,Secundrabad,CHAYA RATAN MUSINIPALLY,Female,61,SC,AAAP,Broom,11162,22,11184,1893741,2014
Andhra Pradesh,Secundrabad,B.DEEPAK KUMAR,Male,39,SC,RPI(KH),Candles,1813,0,1813,1893741,2014
Andhra Pradesh,Secundrabad,NARLA MOHAN RAO,Male,47,GEN,AIMIM,Kite,145095,25,145120,1893741,2014
Andhra Pradesh,Secundrabad,DR.MALATHI LATHA EPPA,Female,29,GEN,JAP,Almirah,871,2,873,1893741,2014
Andhra Pradesh,Secundrabad,CH. MURAHARI,Male,55,GEN,SUCI,Glass Tumbler,552,2,554,1893741,2014
Andhra Pradesh,Secundrabad,MOHD IMTIAZ HUSSAIN,Male,35,GEN,IUML,Ladder,784,2,786,1893741,2014
Andhra Pradesh,Secundrabad,RAGHU DESHABOINA,Male,45,GEN,BMUP,Cot,1494,2,1496,1893741,2014
Andhra Pradesh,Secundrabad,J.RAMULU,Male,39,GEN,RSP,Spade & Stoker,2057,1,2058,1893741,2014
Andhra Pradesh,Secundrabad,SHAKTHI SATYAVATHI,Female,49,ST,PPOI,Battery Torch,638,0,638,1893741,2014
Andhra Pradesh,Secundrabad,K. SRINIVASULU,Male,42,GEN,JaSPa,Chappals,3688,3,3691,1893741,2014
Andhra Pradesh,Secundrabad,SYED SAJID ALI,Male,44,GEN,YSRCP,Ceiling Fan,45161,26,45187,1893741,2014
Andhra Pradesh,Secundrabad,K.SAI KRISHNA MOHAN RAO,Male,53,GEN,ICSP,Trumpet,2599,4,2603,1893741,2014
Andhra Pradesh,Secundrabad,SONU SARSAL VALMIKI,Male,29,SC,TECPI,Auto- Rickshaw,2310,1,2311,1893741,2014
Andhra Pradesh,Secundrabad,ANANTH RAO GUNDEPALLY,Male,43,GEN,IND,Pen Nib with Seven Rays,779,0,779,1893741,2014
Andhra Pradesh,Secundrabad,AVULA RANGANAYAKULU,Male,60,GEN,IND,Telephone,1143,1,1144,1893741,2014
Andhra Pradesh,Secundrabad,MICHAEL DANIEL OVELZ,Male,41,GEN,IND,Pot,291,0,291,1893741,2014
Andhra Pradesh,Secundrabad,MOHD ABUBAKAR PARWAIZ SIDDIQUI,Male,38,GEN,IND,Gas Cylinder,322,0,322,1893741,2014
Andhra Pradesh,Secundrabad,MOHAMMED RIZWAN HUSSAIN,Male,32,GEN,IND,Coconut,370,0,370,1893741,2014
Andhra Pradesh,Secundrabad,S. LAKSHMAN RAO,Male,50,GEN,IND,Envelope,885,1,886,1893741,2014
Andhra Pradesh,Secundrabad,SYED MADANI QUADRI,Male,53,GEN,IND,Bread,376,0,376,1893741,2014
Andhra Pradesh,Secundrabad,B.SUBRAMANYAM,Male,60,GEN,IND,Camera,2480,1,2481,1893741,2014
Andhra Pradesh,Secundrabad,None of the Above,,,,NOTA,NOTA,6567,5,6572,1893741,2014
Andhra Pradesh,Hyderabad,S KRISHNA REDDY,Male,51,GEN,INC,Hand,49301,9,49310,1823217,2014
Andhra Pradesh,Hyderabad,DR.BHAGAVANTH RAO,Male,61,GEN,BJP,Lotus,311336,78,311414,1823217,2014
Andhra Pradesh,Hyderabad,RASHID SHAREEF,Male,53,GEN,TRS,Car,37190,5,37195,1823217,2014
Andhra Pradesh,Hyderabad,VENU GOPAL.P,Male,30,SC,BSP,Elephant,3100,0,3100,1823217,2014
Andhra Pradesh,Hyderabad,ASADUDDIN OWAISI,Male,43,GEN,AIMIM,Kite,513777,91,513868,1823217,2014
Andhra Pradesh,Hyderabad,S.KHAJA MOINUDDIN,Male,45,GEN,AIACP,Batsman,1592,1,1593,1823217,2014
Andhra Pradesh,Hyderabad,JAYA VINDHYALA,Female,49,GEN,SP(I),Battery Torch,598,0,598,1823217,2014
Andhra Pradesh,Hyderabad,BINGHI RAJASHEKAR,Male,38,GEN,PPOI,Television,21796,0,21796,1823217,2014
Andhra Pradesh,Hyderabad,BODDU SAINATH REDDY,Male,36,GEN,YSRCP,Ceiling Fan,10735,8,10743,1823217,2014
Andhra Pradesh,Hyderabad,N.MAHENDER SINGH,Male,49,GEN,NBNP,Dao,485,0,485,1823217,2014
Andhra Pradesh,Hyderabad,LUBNA SARWATH,Female,49,GEN,AAAP,Broom,6118,0,6118,1823217,2014
Andhra Pradesh,Hyderabad,SYED MUSTAFA MAHMOOD,Male,45,GEN,MBT,Bat,2101,1,2102,1823217,2014
Andhra Pradesh,Hyderabad,MD OSMAN,Male,52,GEN,IND,BELT,728,0,728,1823217,2014
Andhra Pradesh,Hyderabad,SHAIK MOIN,Male,46,GEN,IND,Candles,626,0,626,1823217,2014
Andhra Pradesh,Hyderabad,SYED ABDUL GAFFER,Male,56,GEN,IND,Gas Cylinder,740,0,740,1823217,2014
Andhra Pradesh,Hyderabad,M A HABEEB,Male,37,GEN,IND,Carrom Board,5992,0,5992,1823217,2014
Andhra Pradesh,Hyderabad,None of the Above,,,,NOTA,NOTA,5011,2,5013,1823217,2014
Andhra Pradesh,CHELVELLA,KONDA VISHWESHWAR REDDY,Male,54,GEN,TRS,Car,431084,3993,435077,2185164,2014
Andhra Pradesh,CHELVELLA,TULLA VEERENDER,Male,31,GEN,TDP,Bicycle,352227,976,353203,2185164,2014
Andhra Pradesh,CHELVELLA,PATLOLLA KARTIK REDDY,Male,34,GEN,INC,Hand,360834,1220,362054,2185164,2014
Andhra Pradesh,CHELVELLA,SAMALA RAVINDAR,Male,46,GEN,BSP,Elephant,7713,19,7732,2185164,2014
Andhra Pradesh,CHELVELLA,KUMMARI GIRI,Male,33,GEN,PPOI,Television,5787,2,5789,2185164,2014
Andhra Pradesh,CHELVELLA,KONDA RAGHAVA REDDY,Male,54,GEN,YSRCP,Ceiling Fan,40069,66,40135,2185164,2014
Andhra Pradesh,CHELVELLA,DR.GOLLA RAMAIAH,Male,73,GEN,TLP,Gas Cylinder,1737,28,1765,2185164,2014
Andhra Pradesh,CHELVELLA,CHAN PASHA,Male,37,GEN,ABML(S),Kite,56832,3,56835,2185164,2014
Andhra Pradesh,CHELVELLA,MD YUNUS MIYA,Male,70,GEN,MCPI,Carrom Board,2901,3,2904,2185164,2014
Andhra Pradesh,CHELVELLA,REGATTE VENKAT REDDY,Male,54,GEN,AAAP,Broom,7433,29,7462,2185164,2014
Andhra Pradesh,CHELVELLA,SYED HASHMATHULLAH QUADRI,Male,45,GEN,IUML,Ladder,1399,12,1411,2185164,2014
Andhra Pradesh,CHELVELLA,DR. P. SADHU SATYANADHAN,Male,61,GEN,ICSP,Trumpet,2487,58,2545,2185164,2014
Andhra Pradesh,CHELVELLA,SUTHARAPU PADMAIAH,Male,61,GEN,APRSSP,Batsman,2211,3,2214,2185164,2014
Andhra Pradesh,CHELVELLA,G.MALLESHAM GOUD,Male,38,GEN,IND,Auto- Rickshaw,24650,10,24660,2185164,2014
Andhra Pradesh,CHELVELLA,SANIKE RAM GOPAL YADAV,Male,47,GEN,IND,Ring,2056,2,2058,2185164,2014
Andhra Pradesh,CHELVELLA,None of the Above,,,,NOTA,NOTA,9989,29,10018,2185164,2014
Andhra Pradesh,Mahbubnagar,KADIRE KRISHNA,Male,37,SC,BSP,Elephant,15690,89,15779,1418668,2014
Andhra Pradesh,Mahbubnagar,DR. JANARDHAN REDDY NAGAM,Male,65,GEN,BJP,Lotus,270102,2689,272791,1418668,2014
Andhra Pradesh,Mahbubnagar,JAIPAL REDDY SUDINI,Male,72,GEN,INC,Hand,330167,1471,331638,1418668,2014
Andhra Pradesh,Mahbubnagar,AP JITHENDER REDDY,Male,60,GEN,TRS,Car,332581,1647,334228,1418668,2014
Andhra Pradesh,Mahbubnagar,S.R.PREMAIAH,Male,60,SC,PPOI,Auto- Rickshaw,30379,9,30388,1418668,2014
Andhra Pradesh,Mahbubnagar,H.A. RAHMAN,Male,44,GEN,YSRCP,Ceiling Fan,9065,40,9105,1418668,2014
Andhra Pradesh,Mahbubnagar,IBRAHIM SYED,Male,44,GEN,IND,Almirah,4487,62,4549,1418668,2014
Andhra Pradesh,Mahbubnagar,DR. CHANDRA SEKHAR. A,Male,45,GEN,IND,Stethoscope,3983,50,4033,1418668,2014
Andhra Pradesh,Mahbubnagar,S. SHIVA SHANKAR,Male,45,GEN,IND,Air Conditioner,3242,10,3252,1418668,2014
Andhra Pradesh,Mahbubnagar,None of the Above,,,,NOTA,NOTA,9016,21,9037,1418668,2014
Andhra Pradesh,Nagarkurnool,YELLAIAH NANDI,Male,71,SC,INC,Hand,419040,1035,420075,1477305,2014
Andhra Pradesh,Nagarkurnool,BAKKANI NARSIMLU,Male,63,SC,TDP,Bicycle,182734,618,183352,1477305,2014
Andhra Pradesh,Nagarkurnool,BAHADHUR SRINIVAS,Male,39,SC,BSP,Elephant,12022,67,12089,1477305,2014
Andhra Pradesh,Nagarkurnool,DR. MANDA JAGANNATH,Male,63,SC,TRS,Car,401212,2187,403399,1477305,2014
Andhra Pradesh,Nagarkurnool,MAREDU GOPAL,Male,63,SC,YSRCP,Ceiling Fan,22955,30,22985,1477305,2014
Andhra Pradesh,Nagarkurnool,BUDDULA SRINIVAS,Male,39,SC,IND,Auto- Rickshaw,54675,5,54680,1477305,2014
Andhra Pradesh,Nagarkurnool,None of the Above,,,,NOTA,NOTA,12329,59,12388,1477305,2014
Andhra Pradesh,Nalgonda,KUNDARAPU RAMESH,Male,46,GEN,BSP,Elephant,11503,14,11517,1494343,2014
Andhra Pradesh,Nalgonda,GUTHA SUKHENDER REDDY,Male,60,GEN,INC,Hand,467984,4109,472093,1494343,2014
Andhra Pradesh,Nalgonda,TERA CHINNAPA REDDY,Male,50,GEN,TDP,Bicycle,277433,1504,278937,1494343,2014
Andhra Pradesh,Nalgonda,NANDYALA NARSIMHA REDDY,Male,58,GEN,CPM,"Hammer, Sickle and Star",54157,266,54423,1494343,2014
Andhra Pradesh,Nalgonda,DR. PALLA RAJESHWAR REDDY,Male,50,GEN,TRS,Car,257953,2724,260677,1494343,2014
Andhra Pradesh,Nalgonda,GUNNAM NAGI REDDY,Male,64,GEN,YSRCP,Ceiling Fan,39339,46,39385,1494343,2014
Andhra Pradesh,Nalgonda,TEJAVATH BELLAIAH NAIK,Male,42,GEN,AAAP,Broom,2297,11,2308,1494343,2014
Andhra Pradesh,Nalgonda,MANUPURI DAYA SAGAR,Male,39,GEN,PPOI,Television,4481,14,4495,1494343,2014
Andhra Pradesh,Nalgonda,MARRI NEHEMIAH,Male,58,GEN,IND,Auto- Rickshaw,56256,3,56259,1494343,2014
Andhra Pradesh,Nalgonda,None of the Above,,,,NOTA,NOTA,9284,21,9305,1494343,2014
Andhra Pradesh,Bhongir ,ARVAPALLY AMBATI,Male,34,GEN,BSP,Elephant,9023,6,9029,1492240,2014
Andhra Pradesh,Bhongir ,INDRASENA REDDY NALLU,Male,64,GEN,BJP,Lotus,182849,400,183249,1492240,2014
Andhra Pradesh,Bhongir ,KOMATIREDDY RAJGOPAL REDDY,Male,46,GEN,INC,Hand,416240,1380,417620,1492240,2014
Andhra Pradesh,Bhongir ,CHERUPALLY SEETHARAMULU,Male,60,GEN,CPM,"Hammer, Sickle and Star",53973,62,54035,1492240,2014
Andhra Pradesh,Bhongir ,DR. BOORA NARSAIAH GOUD,Male,55,GEN,TRS,Car,446822,1342,448164,1492240,2014
Andhra Pradesh,Bhongir ,KAPILAVAI DILEEP KUMAR,Male,60,GEN,RLD,Hand Pump,5550,1,5551,1492240,2014
